year,country,value
1998,ML,-19623.0
1998,MR,-72802.0
1998,MT,154.0
1998,MW,904.0
1998,MX,31114.0
1998,MY,45410.0
1998,MZ,-36.0
1998,NE,3371.0
1998,NG,3353.0
1998,NI,-21008.0
1998,NL,105881.0
1998,NO,24124.0
1998,NP,105569.0
1998,NZ,2868.0
1998,PA,1097.0
1998,PE,-6775.0
1998,PG,7978.0
1998,PH,-45449.0
1998,PK,1288029.0
1998,PL,-1037.0
1998,PT,162.0
1998,PY,-5.0
1998,RO,-10096.0
1998,RU,-44803.0
1998,RW,-46626.0
1998,SA,5263.0
1998,SB,176.0
1998,SD,31826.0
1998,SE,124693.0
1998,SI,3879.0
1998,SK,225.0
1998,SL,-590210.0
1998,SN,57082.0
1998,SO,-626476.0
1998,SV,-12634.0
1998,SY,12812.0
1998,SZ,419.0
1998,TD,-53420.0
1998,TG,8774.0
1998,TH,43243.0
1998,TJ,-46845.0
1998,TM,15393.0
1998,TN,-708.0
1998,TR,-42608.0
1998,TZ,492627.0
1998,UA,534.0
1998,UG,191891.0
1998,US,393981.0
1998,UY,83.0
1998,UZ,-51377.0
1998,VE,-402.0
1998,YE,84922.0
1998,ZA,7291.0
1998,ZM,161017.0
1998,ZW,1314.0
1999,AE,450.0
1999,AF,-1467840.0
1999,AL,-6271.0
1999,AM,102985.0
1999,AO,-182742.0
1999,AR,344.0
1999,AT,74131.0
1999,AU,40425.0
1999,AZ,-89538.0
1999,BA,-386256.0
1999,BD,-4406.0
1999,BE,8805.0
1999,BF,432.0
1999,BG,-2314.0
1999,BH,-128.0
1999,BI,-507215.0
1999,BJ,2340.0
1999,BO,178.0
1999,BR,1878.0
1999,BS,99.0
1999,BW,2635.0
1999,BY,-1247.0
1999,BZ,2862.0
1999,CA,93860.0
1999,CF,40368.0
1999,CH,33953.0
1999,CI,168995.0
1999,CL,-1254.0
1999,CM,44949.0
1999,CN,-111900.0
1999,CO,-5451.0
1999,CR,22258.0
1999,CU,-22361.0
1999,CY,84.0
1999,CZ,-401.0
1999,DE,72202.0
1999,DJ,21718.0
1999,DK,54727.0
1999,DO,580.0
1999,DZ,157998.0
1999,EC,976.0
1999,EG,2781.0
1999,ER,-345393.0
1999,ES,4946.0
1999,ET,207717.0
1999,FI,6657.0
1999,FR,67282.0
1999,GA,2167.0
1999,GB,59824.0
1999,GE,-24969.0
1999,GH,309.0
1999,GM,16869.0
1999,GN,571796.0
1999,GR,2812.0
1999,GT,-29303.0
1999,GW,-602.0
1999,HN,-1061.0
1999,HR,-29409.0
1999,HT,-8772.0
1999,HU,1661.0
1999,ID,281001.0
1999,IE,1207.0
1999,IL,-352.0
1999,IN,169464.0
1999,IQ,-137259.0
1999,IS,34.0
1999,IT,4277.0
1999,JM,4.0
1999,JO,46.0
1999,JP,528.0
1999,KE,218373.0
1999,KG,8708.0
1999,KH,-59468.0
1999,KW,16046.0
1999,KZ,6244.0
1999,LB,-3792.0
1999,LK,-116784.0
1999,LR,-299143.0
1999,LT,-221.0
1999,LV,-901.0
1999,LY,2478.0
1999,MD,-2399.0
1999,ML,-826.0
1999,MR,188.0
1999,MT,113.0
1999,MW,1166.0
1999,MX,25100.0
1999,MY,45288.0
1999,MZ,159.0
1999,NE,5874.0
1999,NG,2272.0
1999,NI,-20166.0
1999,NL,112927.0
1999,NO,29756.0
1999,NP,107405.0
1999,NZ,2960.0
1999,PA,1284.0
1999,PE,-6723.0
1999,PG,6656.0
1999,PH,-45407.0
1999,PK,1285311.0
1999,PL,-365.0
1999,PT,275.0
1999,PY,-7.0
1999,QA,-2.0
1999,RO,-7522.0
1999,RU,151983.0
1999,RW,-53192.0
1999,SA,5431.0
1999,SD,-37871.0
1999,SE,112803.0
1999,SG,-21.0
1999,SI,3146.0
1999,SK,207.0
1999,SL,-485865.0
1999,SN,13662.0
1999,SO,-552208.0
1999,SV,-12418.0
1999,SY,1746.0
1999,SZ,422.0
1999,TD,-37326.0
1999,TG,8288.0
1999,TH,36096.0
1999,TJ,-45325.0
1999,TM,19749.0
1999,TN,-1089.0
1999,TR,-42693.0
1999,TZ,527304.0
1999,UA,-9721.0
1999,UG,200496.0
1999,US,282508.0
1999,UY,42.0
1999,UZ,-44519.0
1999,VE,-368.0
1999,YE,65218.0
1999,ZA,9433.0
1999,ZM,169472.0
1999,ZW,1515.0
2000,AE,775.0
2000,AF,-2310336.0
2000,AL,-9603.0
2000,AM,269578.0
2000,AO,-245282.0
2000,AR,49.0
2000,AT,8226.0
2000,AU,51155.0
2000,AZ,-234322.0
2000,BA,-303712.0
2000,BD,-8676.0
2000,BE,9408.0
2000,BF,357.0
2000,BG,-1382.0
2000,BH,-147.0
2000,BI,-556277.0
2000,BJ,2242.0
2000,BO,53.0
2000,BR,2077.0
2000,BS,91.0
2000,BW,3602.0
2000,BY,-2453.0
2000,BZ,9783.0
2000,CA,121984.0
2000,CF,40578.0
2000,CH,52886.0
2000,CI,148259.0
2000,CL,-630.0
2000,CM,42685.0
2000,CN,-128084.0
2000,CO,-14118.0
2000,CR,5979.0
2000,CU,-22626.0
2000,CY,144.0
2000,CZ,4432.0
2000,DE,64528.0
2000,DJ,24441.0
2000,DK,62015.0
2000,DO,437.0
2000,DZ,155127.0
2000,EC,788.0
2000,EE,-511.0
2000,EG,12598.0
2000,ER,-428432.0
2000,ES,5601.0
2000,ET,162127.0
2000,FI,6400.0
2000,FR,63754.0
2000,GA,2486.0
2000,GB,89463.0
2000,GE,-17958.0
2000,GH,-2619.0
2000,GM,11180.0
2000,GN,471068.0
2000,GR,5382.0
2000,GT,-125178.0
2000,GW,5206.0
2000,HN,-6210.0
2000,HR,-23298.0
2000,HT,-27300.0
2000,HU,1651.0
2000,ID,157160.0
2000,IE,1089.0
2000,IL,5266.0
2000,IN,148913.0
2000,IQ,-179742.0
2000,IS,40.0
2000,IT,4247.0
2000,JM,-174.0
2000,JO,7449.0
2000,JP,671.0
2000,KE,207096.0
2000,KG,10847.0
2000,KH,-21142.0
2000,KM,-114.0
2000,KW,15682.0
2000,KZ,17321.0
2000,LB,-5404.0
2000,LK,-130648.0
2000,LR,-236677.0
2000,LT,-136.0
2000,LV,-600.0
2000,LY,1909.0
2000,MA,-117.0
2000,MD,-3270.0
2000,MG,-30.0
2000,ML,4724.0
2000,MR,-1666.0
2000,MT,88.0
2000,MW,2689.0
2000,MX,4092.0
2000,MY,45110.0
2000,MZ,1177.0
2000,NE,-568.0
2000,NG,-2289.0
2000,NI,-17995.0
2000,NL,190413.0
2000,NO,34445.0
2000,NP,108249.0
2000,NZ,2961.0
2000,OM,-13.0
2000,PA,1284.0
2000,PE,-8883.0
2000,PG,6654.0
2000,PH,-47203.0
2000,PK,2060691.0
2000,PL,-464.0
2000,PT,193.0
2000,PY,-17.0
2000,QA,3.0
2000,RO,-8690.0
2000,RU,75864.0
2000,RW,-91748.0
2000,SA,5372.0
2000,SD,29805.0
2000,SE,111133.0
2000,SI,5496.0
2000,SK,-252.0
2000,SL,-443593.0
2000,SN,10812.0
2000,SO,-535000.0
2000,SV,-185095.0
2000,SY,-3702.0
2000,SZ,502.0
2000,TD,-41949.0
2000,TG,6832.0
2000,TH,34.0
2000,TJ,-46493.0
2000,TL,-170760.0
2000,TM,14752.0
2000,TN,-1426.0
2000,TR,-54090.0
2000,TZ,597091.0
2000,UA,-16622.0
2000,UG,208179.0
2000,US,708070.0
2000,UY,-130.0
2000,UZ,-16055.0
2000,VE,-442.0
2000,YE,59242.0
2000,ZA,22640.0
2000,ZM,205548.0
2000,ZW,1941.0
2001,AE,778.0
2001,AF,-2466606.0
2001,AL,-11559.0
2001,AM,251050.0
2001,AO,-275473.0
2001,AR,372.0
2001,AT,7065.0
2001,AU,52091.0
2001,AZ,-260342.0
2001,BA,-289867.0
2001,BD,-8955.0
2001,BE,8025.0
2001,BF,211.0
2001,BG,306.0
2001,BH,-74.0
2001,BI,-564697.0
2001,BJ,2682.0
2001,BO,41.0
2001,BR,2158.0
2001,BW,4221.0
2001,BY,-3926.0
2001,BZ,1125.0
2001,CA,149339.0
2001,CF,39326.0
2001,CH,50086.0
2001,CI,127512.0
2001,CL,-603.0
2001,CM,39823.0
2001,CN,-136681.0
2001,CO,-33366.0
2001,CR,9722.0
2001,CU,-21464.0
2001,CY,731.0
2001,CZ,9723.0
2001,DE,61502.0
2001,DJ,22716.0
2001,DK,61505.0
2001,DZ,154152.0
2001,EC,3183.0
2001,EE,-547.0
2001,EG,16458.0
2001,ER,-365082.0
2001,ES,5929.0
2001,ET,121074.0
2001,FI,5701.0
2001,FR,64900.0
2001,GA,2768.0
2001,GB,111152.0
2001,GE,-14980.0
2001,GH,-1564.0
2001,GM,9311.0
2001,GN,251225.0
2001,GR,12316.0
2001,GT,-115660.0
2001,GW,6509.0
2001,HN,-1919.0
2001,HR,-22774.0
2001,HU,-200.0
2001,ID,78943.0
2001,IE,1893.0
2001,IL,3696.0
2001,IN,147441.0
2001,IQ,-178006.0
2001,IS,65.0
2001,IT,4765.0
2001,JO,5001.0
2001,JP,667.0
2001,KE,249056.0
2001,KG,9877.0
2001,KH,-19064.0
2001,KM,-103.0
2001,KW,14647.0
2001,KZ,15591.0
2001,LB,-4279.0
2001,LI,84.0
2001,LK,-128989.0
2001,LR,-183719.0
2001,LT,-112.0
2001,LV,-794.0
2001,LY,1715.0
2001,MA,101.0
2001,MD,-5608.0
2001,MG,-36.0
2001,ML,4676.0
2001,MR,-2530.0
2001,MT,182.0
2001,MW,4647.0
2001,MX,-8664.0
2001,MY,45057.0
2001,MZ,2095.0
2001,NE,-717.0
2001,NG,-2974.0
2001,NI,-17240.0
2001,NL,192340.0
2001,NO,35840.0
2001,NP,109958.0
2001,NZ,2872.0
2001,OM,12.0
2001,PA,1490.0
2001,PE,-8686.0
2001,PG,4930.0
2001,PH,-47192.0
2001,PK,2186667.0
2001,PL,-2835.0
2001,PT,155.0
2001,PY,-2.0
2001,QA,39.0
2001,RO,-7658.0
2001,RU,58894.0
2001,RW,-75711.0
2001,SA,5490.0
2001,SD,-48423.0
2001,SE,103680.0
2001,SG,-31.0
2001,SI,2999.0
2001,SK,2624.0
2001,SL,-269705.0
2001,SN,10732.0
2001,SO,-509016.0
2001,SV,-172065.0
2001,SY,-4592.0
2001,SZ,779.0
2001,TD,-34679.0
2001,TG,5827.0
2001,TH,92.0
2001,TJ,-43134.0
2001,TL,-91240.0
2001,TM,14502.0
2001,TN,-1674.0
2001,TR,-57699.0
2001,TZ,578082.0
2001,UA,-26837.0
2001,UG,172068.0
2001,US,764743.0
2001,UY,-270.0
2001,UZ,29367.0
2001,VE,-437.0
2001,YE,69029.0
2001,ZA,21337.0
2001,ZM,226916.0
2001,ZW,2120.0
2002,AE,284.0
2002,AF,-3113772.0
2002,AL,-15725.0
2002,AM,228631.0
2002,AO,-299612.0
2002,AR,478.0
2002,AT,6296.0
2002,AU,51201.0
2002,AZ,-254377.0
2002,BA,-280310.0
2002,BD,-10591.0
2002,BE,6307.0
2002,BF,-502.0
2002,BG,-397.0
2002,BI,-612377.0
2002,BJ,2655.0
2002,BO,-339.0
2002,BR,1815.0
2002,BW,4651.0
2002,BY,-7515.0
2002,BZ,1026.0
2002,CA,157619.0
2002,CF,20219.0
2002,CH,48461.0
2002,CI,40957.0
2002,CL,-1795.0
2002,CM,51009.0
2002,CN,-157013.0
2002,CO,-102470.0
2002,CR,10283.0
2002,CU,-19747.0
2002,CY,872.0
2002,CZ,662.0
2002,DE,643770.0
2002,DJ,23697.0
2002,DK,64123.0
2002,DZ,150752.0
2002,EC,4212.0
2002,EE,-1203.0
2002,EG,14118.0
2002,ER,-359557.0
2002,ES,6128.0
2002,ET,92241.0
2002,FI,5001.0
2002,FR,66624.0
2002,GA,2948.0
2002,GB,131895.0
2002,GE,-18637.0
2002,GH,25415.0
2002,GM,10967.0
2002,GN,216108.0
2002,GR,3485.0
2002,GT,-109257.0
2002,GW,6442.0
2002,HN,-1892.0
2002,HR,-37517.0
2002,HU,-1573.0
2002,ID,45382.0
2002,IE,3403.0
2002,IL,3255.0
2002,IN,144089.0
2002,IQ,-249552.0
2002,IS,62.0
2002,IT,5652.0
2002,JO,2946.0
2002,JP,491.0
2002,KE,221607.0
2002,KG,5065.0
2002,KH,-17921.0
2002,KW,14955.0
2002,KZ,12860.0
2002,LB,-25736.0
2002,LI,100.0
2002,LK,-139572.0
2002,LR,-208306.0
2002,LT,-1123.0
2002,LV,-3261.0
2002,LY,704.0
2002,MA,-1141.0
2002,MD,-11390.0
2002,MG,-66.0
2002,ML,5158.0
2002,MR,-3187.0
2002,MT,252.0
2002,MW,10364.0
2002,MX,-19605.0
2002,MY,46026.0
2002,MZ,2570.0
2002,NE,-1173.0
2002,NG,-24769.0
2002,NI,-13653.0
2002,NL,173248.0
2002,NO,37214.0
2002,NP,110787.0
2002,NZ,3324.0
2002,OM,-5.0
2002,PA,1601.0
2002,PE,-9368.0
2002,PG,5217.0
2002,PH,-47522.0
2002,PK,2763654.0
2002,PL,-13498.0
2002,PT,-284.0
2002,PY,-62.0
2002,QA,15.0
2002,RO,-9861.0
2002,RU,4326.0
2002,RW,-81645.0
2002,SA,5234.0
2002,SD,-76223.0
2002,SE,127056.0
2002,SG,-58.0
2002,SI,418.0
2002,SK,3428.0
2002,SL,-161122.0
2002,SN,9335.0
2002,SO,-479761.0
2002,SV,-158137.0
2002,SY,-19329.0
2002,SZ,762.0
2002,TD,-16038.0
2002,TG,-1023.0
2002,TH,-211.0
2002,TJ,-49309.0
2002,TL,-60487.0
2002,TM,13162.0
2002,TN,-2884.0
2002,TR,-204121.0
2002,TZ,618864.0
2002,UA,-84304.0
2002,UG,189143.0
2002,US,764937.0
2002,UY,-472.0
2002,UZ,35219.0
2002,VE,49762.0
2002,YE,81579.0
2002,ZA,53104.0
2002,ZM,247690.0
2002,ZW,21.0
2003,AE,351.0
2003,AF,-1804087.0
2003,AL,-14899.0
2003,AM,221191.0
2003,AO,-266146.0
2003,AR,504.0
2003,AT,6729.0
2003,AU,47600.0
2003,AZ,-248544.0
2003,BA,-188094.0
2003,BD,-13788.0
2003,BE,9197.0
2003,BF,-225.0
2003,BG,269.0
2003,BI,-599213.0
2003,BJ,3139.0
2003,BO,-229.0
2003,BR,1805.0
2003,BW,3757.0
2003,BY,-8981.0
2003,BZ,832.0
2003,CA,150556.0
2003,CF,3786.0
2003,CH,41869.0
2003,CI,43189.0
2003,CL,-1384.0
2003,CM,50124.0
2003,CN,-153322.0
2003,CO,-87230.0
2003,CR,11778.0
2003,CU,-17483.0
2003,CY,4065.0
2003,CZ,-2360.0
2003,DE,614702.0
2003,DJ,28347.0
2003,DK,58323.0
2003,DZ,151429.0
2003,EC,7499.0
2003,EE,-1199.0
2003,EG,16060.0
2003,ER,-154341.0
2003,ES,5286.0
2003,ET,65941.0
2003,FI,5267.0
2003,FR,66814.0
2003,GA,3197.0
2003,GB,143915.0
2003,GE,-14673.0
2003,GH,30509.0
2003,GM,6510.0
2003,GN,209531.0
2003,GR,6270.0
2003,GT,-94600.0
2003,GW,6517.0
2003,HN,-1791.0
2003,HR,-37035.0
2003,HU,1064.0
2003,ID,-22970.0
2003,IE,10652.0
2003,IL,2599.0
2003,IN,143444.0
2003,IQ,-259338.0
2003,IS,58.0
2003,IT,6024.0
2003,JO,6032.0
2003,JP,389.0
2003,KE,226489.0
2003,KG,2563.0
2003,KH,-16429.0
2003,KW,15061.0
2003,KZ,8441.0
2003,LB,-24003.0
2003,LI,113.0
2003,LK,-129958.0
2003,LR,-326893.0
2003,LT,-1428.0
2003,LU,1.0
2003,LV,-3362.0
2003,LY,866.0
2003,MA,-1078.0
2003,MD,-11867.0
2003,ML,6371.0
2003,MR,-3357.0
2003,MT,464.0
2003,MW,7584.0
2003,MX,-21928.0
2003,MY,62103.0
2003,MZ,3149.0
2003,NE,-919.0
2003,NG,-28834.0
2003,NI,-10533.0
2003,NL,157416.0
2003,NO,30931.0
2003,NP,111938.0
2003,NZ,4085.0
2003,OM,1.0
2003,PA,1696.0
2003,PE,-7629.0
2003,PG,7765.0
2003,PH,-59361.0
2003,PK,1472094.0
2003,PL,-12890.0
2003,PT,-152.0
2003,PY,-61.0
2003,QA,48.0
2003,RO,-8928.0
2003,RU,-7093.0
2003,RW,-62061.0
2003,SA,5093.0
2003,SD,-399096.0
2003,SE,99094.0
2003,SG,-56.0
2003,SI,2580.0
2003,SK,3805.0
2003,SL,-49375.0
2003,SN,13346.0
2003,SO,-428829.0
2003,SV,-134074.0
2003,SY,-14648.0
2003,SZ,785.0
2003,TD,89288.0
2003,TG,-3871.0
2003,TH,279.0
2003,TJ,-55527.0
2003,TL,-505.0
2003,TM,12673.0
2003,TN,-2868.0
2003,TR,-191651.0
2003,TZ,578086.0
2003,UA,-90535.0
2003,UG,200512.0
2003,US,683235.0
2003,UY,-515.0
2003,UZ,36414.0
2003,VE,25918.0
2003,YE,59697.0
2003,ZA,80342.0
2003,ZM,211137.0
2003,ZW,-3825.0
2004,AE,63.0
2004,AF,-2003918.0
2004,AL,-13782.0
2004,AM,217839.0
2004,AO,-191237.0
2004,AR,1157.0
2004,AT,10934.0
2004,AU,55355.0
2004,AZ,-244567.0
2004,BA,-115875.0
2004,BD,-15039.0
2004,BE,12373.0
2004,BF,131.0
2004,BG,1154.0
2004,BH,-69.0
2004,BI,-562722.0
2004,BJ,3224.0
2004,BO,-128.0
2004,BR,2024.0
2004,BW,3795.0
2004,BY,-8837.0
2004,BZ,731.0
2004,CA,144965.0
2004,CF,-9487.0
2004,CH,36951.0
2004,CI,53000.0
2004,CL,-768.0
2004,CM,49167.0
2004,CN,-153588.0
2004,CO,-95165.0
2004,CR,9802.0
2004,CU,-16885.0
2004,CY,8931.0
2004,CZ,-2342.0
2004,DE,555606.0
2004,DJ,25949.0
2004,DK,52742.0
2004,DZ,153020.0
2004,EC,8873.0
2004,EE,-984.0
2004,EG,21224.0
2004,ER,-176556.0
2004,ES,5119.0
2004,ET,49204.0
2004,FI,6219.0
2004,FR,73941.0
2004,GA,2968.0
2004,GB,150836.0
2004,GE,-9780.0
2004,GH,33516.0
2004,GM,7160.0
2004,GN,172851.0
2004,GR,9442.0
2004,GT,-62366.0
2004,GW,6471.0
2004,HN,-1711.0
2004,HR,-32886.0
2004,HU,1848.0
2004,ID,-32867.0
2004,IE,7656.0
2004,IL,-972.0
2004,IN,146565.0
2004,IQ,-252896.0
2004,IS,63.0
2004,IT,8722.0
2004,JO,11846.0
2004,JP,385.0
2004,KE,231465.0
2004,KG,460.0
2004,KH,-16239.0
2004,KW,15262.0
2004,KZ,9086.0
2004,LB,-17547.0
2004,LI,95.0
2004,LK,-127110.0
2004,LR,-363605.0
2004,LT,-1200.0
2004,LV,-2965.0
2004,LY,963.0
2004,MA,-1317.0
2004,MD,-12307.0
2004,ML,7905.0
2004,MR,-3552.0
2004,MT,886.0
2004,MW,1952.0
2004,MX,-16109.0
2004,MY,77570.0
2004,MZ,2079.0
2004,NE,-780.0
2004,NG,-27226.0
2004,NI,-7771.0
2004,NL,133837.0
2004,NO,32761.0
2004,NP,112845.0
2004,NZ,4443.0
2004,OM,4.0
2004,PA,1816.0
2004,PE,-6042.0
2004,PG,7802.0
2004,PH,-62656.0
2004,PK,1681725.0
2004,PL,-5315.0
2004,PT,48.0
2004,PY,-45.0
2004,QA,47.0
2004,RO,-6232.0
2004,RU,-18798.0
2004,RW,-48466.0
2004,SA,881.0
2004,SD,-511142.0
2004,SE,69040.0
2004,SG,-51.0
2004,SI,315.0
2004,SK,2209.0
2004,SL,4185.0
2004,SN,12850.0
2004,SO,-429209.0
2004,SV,-96033.0
2004,SY,-9148.0
2004,SZ,775.0
2004,TD,199349.0
2004,TG,-5039.0
2004,TH,250.0
2004,TJ,-55130.0
2004,TL,-657.0
2004,TM,12507.0
2004,TN,-2783.0
2004,TR,-176741.0
2004,TZ,530643.0
2004,UA,-85547.0
2004,UG,223316.0
2004,US,574722.0
2004,UY,-118.0
2004,UZ,35938.0
2004,VE,26546.0
2004,YE,65063.0
2004,ZA,106997.0
2004,ZM,144245.0
2004,ZW,-15809.0
2005,AE,119.0
2005,AF,-1822663.0
2005,AL,-15278.0
2005,AM,201297.0
2005,AO,-146921.0
2005,AR,1300.0
2005,AT,13675.0
2005,AU,57558.0
2005,AZ,-234447.0
2005,BA,-57377.0
2005,BD,-17429.0
2005,BE,24624.0
2005,BF,205.0
2005,BG,-884.0
2005,BH,-54.0
2005,BI,-486027.0
2005,BJ,28650.0
2005,BO,-85.0
2005,BR,6318.0
2005,BW,3567.0
2005,BY,-9493.0
2005,BZ,606.0
2005,CA,148904.0
2005,CF,-21009.0
2005,CH,35998.0
2005,CI,50410.0
2005,CL,-158.0
2005,CM,47954.0
2005,CN,-141986.0
2005,CO,-539930.0
2005,CR,10760.0
2005,CU,-19956.0
2005,CY,11883.0
2005,CZ,-1453.0
2005,DE,561855.0
2005,DJ,17421.0
2005,DK,32735.0
2005,DZ,76744.0
2005,EC,261476.0
2005,EE,-866.0
2005,EG,21156.0
2005,ER,-178202.0
2005,ES,4870.0
2005,ET,23064.0
2005,FI,6940.0
2005,FR,81390.0
2005,GA,2224.0
2005,GB,155406.0
2005,GE,-10499.0
2005,GH,39393.0
2005,GM,5621.0
2005,GN,87864.0
2005,GR,8055.0
2005,GT,-34835.0
2005,GW,6461.0
2005,HN,-1694.0
2005,HR,-16761.0
2005,HU,1593.0
2005,ID,-38882.0
2005,IE,5504.0
2005,IL,126.0
2005,IN,112272.0
2005,IQ,-244734.0
2005,IS,117.0
2005,IT,13294.0
2005,JO,15305.0
2005,JP,441.0
2005,KE,249348.0
2005,KG,-402.0
2005,KH,-16297.0
2005,KW,15343.0
2005,KZ,2427.0
2005,LB,-17376.0
2005,LI,94.0
2005,LK,-114847.0
2005,LR,-297169.0
2005,LT,-1064.0
2005,LV,-2534.0
2005,LY,1176.0
2005,MA,-1979.0
2005,MD,-12422.0
2005,ML,8330.0
2005,MN,-1290.0
2005,MR,-3771.0
2005,MT,1297.0
2005,MW,3301.0
2005,MX,-11612.0
2005,MY,82935.0
2005,MZ,1659.0
2005,NE,-973.0
2005,NG,-31685.0
2005,NI,-5705.0
2005,NL,114995.0
2005,NO,32476.0
2005,NP,113061.0
2005,NZ,4465.0
2005,OM,-10.0
2005,PA,7959.0
2005,PE,-5489.0
2005,PG,10090.0
2005,PH,-62566.0
2005,PK,1502687.0
2005,PL,-14123.0
2005,PT,76.0
2005,PY,-29.0
2005,QA,48.0
2005,RO,-11021.0
2005,RU,-16892.0
2005,RW,-59887.0
2005,SA,750.0
2005,SD,-514732.0
2005,SE,60627.0
2005,SG,-64.0
2005,SI,129.0
2005,SK,1881.0
2005,SL,19791.0
2005,SN,12326.0
2005,SO,-439407.0
2005,SV,-49392.0
2005,SY,4277.0
2005,SZ,783.0
2005,TD,214285.0
2005,TG,-49171.0
2005,TH,163.0
2005,TJ,-53870.0
2005,TL,-245.0
2005,TM,11014.0
2005,TN,-3405.0
2005,TR,-176927.0
2005,TZ,452146.0
2005,UA,-80431.0
2005,UG,220240.0
2005,US,486498.0
2005,UY,-59.0
2005,UZ,34801.0
2005,VE,200890.0
2005,YE,80405.0
2005,ZA,130523.0
2005,ZM,114170.0
2005,ZW,-22608.0
2006,AE,-107.0
2006,AF,-1452347.0
2006,AL,-16343.0
2006,AM,93467.0
2006,AO,-93958.0
2006,AR,1513.0
2006,AT,47936.0
2006,AU,60743.0
2006,AZ,-126137.0
2006,BA,-166979.0
2006,BD,-11778.0
2006,BE,20858.0
2006,BF,385.0
2006,BG,453.0
2006,BH,-65.0
2006,BI,-427255.0
2006,BJ,12485.0
2006,BO,-221.0
2006,BR,19318.0
2006,BW,2925.0
2006,BY,-10359.0
2006,BZ,456.0
2006,CA,158415.0
2006,CF,-51106.0
2006,CH,37716.0
2006,CI,10317.0
2006,CL,550.0
2006,CM,24125.0
2006,CN,-155141.0
2006,CO,-561546.0
2006,CR,11191.0
2006,CU,-34235.0
2006,CY,11650.0
2006,CZ,1832.0
2006,DE,454215.0
2006,DJ,9924.0
2006,DK,28049.0
2006,DZ,80820.0
2006,EC,266136.0
2006,EE,-740.0
2006,EG,25779.0
2006,ER,-192152.0
2006,ES,2387.0
2006,ET,12217.0
2006,FI,8247.0
2006,FJ,-1939.0
2006,FR,86144.0
2006,GA,1819.0
2006,GB,157708.0
2006,GE,-14259.0
2006,GH,49670.0
2006,GM,12122.0
2006,GN,80070.0
2006,GR,7886.0
2006,GT,-26643.0
2006,GW,6805.0
2006,HN,-2375.0
2006,HR,-21800.0
2006,HU,2218.0
2006,ID,-37525.0
2006,IE,9137.0
2006,IL,-227.0
2006,IN,132653.0
2006,IQ,-1441451.0
2006,IS,97.0
2006,IT,18879.0
2006,JO,517191.0
2006,JP,315.0
2006,KE,284055.0
2006,KG,-873.0
2006,KH,-16267.0
2006,KW,14693.0
2006,KZ,-3512.0
2006,LB,7319.0
2006,LI,36.0
2006,LK,-121746.0
2006,LR,-257209.0
2006,LS,-12.0
2006,LT,-544.0
2006,LV,-1504.0
2006,LY,584.0
2006,MA,-4067.0
2006,MD,-12735.0
2006,ME,6703.0
2006,ML,7586.0
2006,MN,-2713.0
2006,MR,-4911.0
2006,MT,1817.0
2006,MW,7044.0
2006,MX,-11742.0
2006,MY,78510.0
2006,MZ,2132.0
2006,NE,-1062.0
2006,NG,-12343.0
2006,NI,-3930.0
2006,NL,97273.0
2006,NO,39343.0
2006,NP,114486.0
2006,NZ,3702.0
2006,OM,-35.0
2006,PA,1996.0
2006,PE,-7683.0
2006,PG,10142.0
2006,PH,-62930.0
2006,PK,1157587.0
2006,PL,-5234.0
2006,PT,180.0
2006,PY,-89.0
2006,QA,16.0
2006,RO,-7377.0
2006,RU,-77141.0
2006,RW,-53681.0
2006,SA,461.0
2006,SD,-534825.0
2006,SE,69420.0
2006,SG,-115.0
2006,SI,-1457.0
2006,SK,1792.0
2006,SL,12096.0
2006,SN,6335.0
2006,SO,-488022.0
2006,SV,-35132.0
2006,SY,686679.0
2006,SZ,769.0
2006,TD,250419.0
2006,TG,-35382.0
2006,TH,-2743.0
2006,TJ,-820.0
2006,TL,-258.0
2006,TM,-88.0
2006,TN,-3057.0
2006,TR,-234576.0
2006,TZ,395944.0
2006,UA,-59048.0
2006,UG,245831.0
2006,US,824651.0
2006,UY,-84.0
2006,UZ,-9740.0
2006,VE,202253.0
2006,YE,94868.0
2006,ZA,17681.0
2006,ZM,71660.0
2006,ZW,-12909.0
2007,AE,-110.0
2007,AF,-2533506.0
2007,AG,-21.0
2007,AL,-16952.0
2007,AM,-14765.0
2007,AO,-71296.0
2007,AR,1594.0
2007,AT,48299.0
2007,AU,19989.0
2007,AZ,-14993.0
2007,BA,-44953.0
2007,BD,-17512.0
2007,BE,11093.0
2007,BF,14.0
2007,BG,1454.0
2007,BH,-57.0
2007,BI,-404228.0
2007,BJ,8733.0
2007,BO,-59.0
2007,BR,18685.0
2007,BW,2228.0
2007,BY,-5513.0
2007,BZ,326.0
2007,CA,193793.0
2007,CF,-86005.0
2007,CH,37847.0
2007,CI,1905.0
2007,CL,746.0
2007,CM,46752.0
2007,CN,-162368.0
2007,CO,-594613.0
2007,CR,11680.0
2007,CU,-7972.0
2007,CY,10214.0
2007,CZ,2191.0
2007,DE,446818.0
2007,DJ,8311.0
2007,DK,21582.0
2007,DZ,79405.0
2007,EC,290234.0
2007,EE,-297.0
2007,EG,35359.0
2007,ER,-213889.0
2007,ES,4634.0
2007,ET,18751.0
2007,FI,5087.0
2007,FJ,-2020.0
2007,FR,91599.0
2007,GA,1935.0
2007,GB,161057.0
2007,GE,-14793.0
2007,GH,44602.0
2007,GM,12689.0
2007,GN,25361.0
2007,GR,9130.0
